!16000
_	a	w001.wav	<a>	0100	0600	5910
_	b	w002.wav	<b>	538	1248	7080
_	c	w003.wav	<c>	818	1454	6283
_	d	w004.wav	<d>	612	1232	7039
_	e	w005.wav	<e>	634	1158	6375
_	f	w006.wav	<f>	626	974	5352
_	g	w007.wav	<g>	781	2256	6776
_	h	w008.wav	<h>	563	933	5821
_	i	w009.wav	<i>	892	1266	6298
_	j	w010.wav	<j>	765	2163	7349
_	k	w011.wav	<k>	1086	1821	6536
_	l	w012.wav	<l>	707	1136	6346
_	m	w013.wav	<m>	598	1073	6907
_	n	w014.wav	<n>	671	1063	7093
_	o	w015.wav	<o>	530	1022	6919
_	p	w016.wav	<p>	874	1757	7127
_	q	w017.wav	<q>	1009	1618	6543
_	r	w018.wav	<r>	513	962	7588
_	s	w019.wav	<s>	503	849	7846
_	t	w020.wav	<t>	959	1659	7274
_	u	w021.wav	<u>	928	1330	7356
_	v	w022.wav	<m>	719	1202	7880
_	w	w023.wav	<w>	634	1371	6569
_	x	w024.wav	<x>	629	988	8943
_	y	w025.wav	<y>	554	1222	7883
_	z	w026.wav	<z>	502	1063	6764
a	_	w027.wav	<a>	1338	7907	8489
b	_	w028.wav	<b>	1515	8223	9661
c	_	w029.wav	<c>	1593	8515	9045
d	_	w030.wav	<d>	1536	8529	9202
e	_	w031.wav	<e>	993	7322	8817
f	_	w032.wav	<f>	1033	8274	9211
g	_	w033.wav	<g>	1256	8101	9013
h	_	w034.wav	<h>	963	7629	8570
i	_	w035.wav	<i>	1266	7832	9163
j	_	w036.wav	<j>	1393	8906	9826
k	_	w037.wav	<k>	1872	7223	9054
l	_	w038.wav	<l>	1061	7053	8542
m	_	w039.wav	<m>	930	6675	8116
n	_	w040.wav	<n>	1111	8564	9806
o	_	w041.wav	<o>	1182	9183	9647
p	_	w042.wav	<p>	1666	8887	9682
q	_	w043.wav	<q>	1649	8332	9244
r	_	w044.wav	<r>	930	7784	8672
s	_	w045.wav	<s>	1002	9801	10654
t	_	w046.wav	<t>	1804	8288	9235
u	_	w047.wav	<u>	0200	0210	9180
v	_	w048.wav	<v>	1105	9653	10705
w	_	w049.wav	<w>	1289	8484	9200
x	_	w050.wav	<x>	920	10864	12110
y	_	w051.wav	<y>	1222	9115	9851
z	_	w052.wav	<z>	1083	6918	8228
a	a	w053.wav	<>	-1	-1	-1
a	b	w054.wav	<labil>	2104	3498	5907
a	c	w055.wav	<kaca>	3242	4907	6560
a	d	w056.wav	<ada>	1302	3089	5505
a	e	w057.wav	<daerah>	3651	5605	8212
a	f	w058.wav	<daftar>	3321	4532	7081
a	g	w059.wav	<agenda>	1024	3705	6754
a	h	w060.wav	<akidah>	11094	11118	13861
a	i	w061.wav	<badai>	8292	10224	12861
a	j	w062.wav	<ajak>	1662	3036	4270
a	k	w063.wav	<akan>	0000	0070	3742
a	l	w064.wav	<alam>	1089	3386	6056
a	m	w065.wav	<alam>	7451	8909	11543
a	n	w066.wav	<anak>	1245	3379	5304
a	o	w067.wav	<bakpao>	6652	8761	12719
a	p	w068.wav	<apartemen>	1006	2152	4185
a	q	w069.wav	<naqli>	2267	3118	3907
a	r	w070.wav	<apartemen>	4738	5100	5668
a	s	w071.wav	<asia>	1337	3267	5426
a	t	w072.wav	<atas>	8032	8745	13198
a	u	w073.wav	<aurora>	1053	3187	4822
a	v	w074.wav	<avtur>	1088	2772	5604
a	w	w075.wav	<awan>	1269	4001	6450
a	x	w076.wav	<>	-1	-1	-1
a	y	w077.wav	<ayam>	1175	3643	6419
a	z	w078.wav	<azab>	1190	4306	6768
b	a	w079.wav	<bakpao>	1374	2742	4397
b	b	w080.wav	<subbab>	4310	5882	8411
b	c	w081.wav	<>	-1	-1	-1
b	d	w082.wav	<sabda>	4755	6257	7674
b	e	w083.wav	<bebas>	1177	2745	4100
b	f	w084.wav	<subfilum>	3752	4168	5091
b	g	w085.wav	<subgenus>	3331	6417	10069
b	h	w086.wav	<bhayangkara>	1612	2371	3373
b	i	w087.wav	<bintang>	1337	2384	4435
b	j	w088.wav	<abjad>	2233	4716	6793
b	k	w089.wav	<subkelas>	3594	8188	9391
b	l	w090.wav	<blokade>	1492	2590	3494
b	m	w091.wav	<submarine>	3620	5662	6849
b	n	w092.wav	<abnormal>	1941	6241	8091
b	o	w093.wav	<boros>	1331	3406	5274
b	p	w094.wav	<>	-1	-1	-1
b	q	w095.wav	<>	-1	-1	-1
b	r	w096.wav	<brankas>	1362	2854	4282
b	s	w097.wav	<absen>	2111	4457	6680
b	t	w098.wav	<sabtu>	5989	9930	11016
b	u	w099.wav	<butuh>	1373	3222	5052
b	v	w100.wav	<obviatif>	2580	6455	8101
b	w	w101.wav	<>	-1	-1	-1
b	x	w102.wav	<>	-1	-1	-1
b	y	w103.wav	<obyek>	2856	5379	6917
b	z	w104.wav	<>	-1	-1	-1
c	a	w105.wav	<canda>	1671	3007	4358
c	b	w106.wav	<>	-1	-1	-1
c	c	w107.wav	<>	-1	-1	-1
c	d	w108.wav	<>	-1	-1	-1
c	e	w109.wav	<celana>	1572	2264	3034
c	f	w110.wav	<>	-1	-1	-1
c	g	w111.wav	<>	-1	-1	-1
c	h	w112.wav	<>	-1	-1	-1
c	i	w113.wav	<cinta>	1383	2894	3518
c	j	w114.wav	<>	-1	-1	-1
c	k	w115.wav	<>	-1	-1	-1
c	l	w116.wav	<>	-1	-1	-1
c	m	w117.wav	<>	-1	-1	-1
c	n	w118.wav	<>	-1	-1	-1
c	o	w119.wav	<coklat>	1598	2522	3928
c	p	w120.wav	<>	-1	-1	-1
c	q	w121.wav	<>	-1	-1	-1
c	r	w122.wav	<kecrek>	2672	-1	-1
c	s	w123.wav	<>	-1	-1	-1
c	t	w124.wav	<>	-1	-1	-1
c	u	w125.wav	<cuci>	1575	2520	4624
c	v	w126.wav	<>	-1	-1	-1
c	w	w127.wav	<>	-1	-1	-1
c	x	w128.wav	<>	-1	-1	-1
c	y	w129.wav	<>	-1	-1	-1
c	z	w130.wav	<>	-1	-1	-1
d	a	w131.wav	<sabda>	7509	9215	11337
d	b	w132.wav	<>	-1	-1	-1
d	c	w133.wav	<>	-1	-1	-1
d	d	w134.wav	<>	-1	-1	-1
d	e	w135.wav	<blokade>	10057	12601	17056
d	f	w136.wav	<>	-1	-1	-1
d	g	w137.wav	<>	-1	-1	-1
d	h	w138.wav	<adhesi>	4795	6525	7581
d	i	w139.wav	<diam>	1331	3021	4576
d	j	w140.wav	<adjektif>	3033	4411	6515
d	k	w141.wav	<>	-1	-1	-1
d	l	w142.wav	<>	-1	-1	-1
d	m	w143.wav	<administrasi>	2143	2848	4889
d	n	w144.wav	<>	-1	-1	-1
d	o	w145.wav	<donat>	1344	2796	4462
d	p	w146.wav	<>	-1	-1	-1
d	q	w147.wav	<>	-1	-1	-1
d	r	w148.wav	<drastis>	1289	3353	5341
d	s	w149.wav	<>	-1	-1	-1
d	t	w150.wav	<>	-1	-1	-1
d	u	w151.wav	<dunia>	1484	2978	4852
d	v	w152.wav	<advokat>	2227	3936	5643
d	w	w153.wav	<dwipurwa>	1337	3379	4676
d	x	w154.wav	<>	-1	-1	-1
d	y	w155.wav	<madya>	4373	8626	9386
d	z	w156.wav	<>	-1	-1	-1
e	a	w157.wav	<area>	5761	7130	10906
e	b	w158.wav	<ebi>	1141	3533	5094
e	c	w159.wav	<eceng gondok>	1051	3163	5131
e	d	w160.wav	<edukasi>	1063	3540	5925
e	e	w161.wav	<reedukasi>	3824	5001	6800
e	f	w162.wav	<efisien>	1084	3110	4773
e	g	w163.wav	<egois>	3331	5739	7450
e	h	w164.wav	<boleh>	5440	7413	9583
e	i	w165.wav	<survei>	8237	10931	13749
e	j	w166.wav	<eja>	1272	3683	6011
e	k	w167.wav	<eka>	1092	3993	5947
e	l	w168.wav	<elang>	1165	3357	5087
e	m	w169.wav	<emang>	1147	3882	6545
e	n	w170.wav	<energi>	1187	3302	5228
e	o	w171.wav	<beo>	2617	5531	10582
e	p	w172.wav	<epidermis>	-1	-1	-1
e	q	w173.wav	<>	-1	-1	-1
e	r	w174.wav	<era>	1189	3692	5548
e	s	w175.wav	<esa>	1130	3554	5561
e	t	w176.wav	<etika>	915	1969	4436
e	u	w177.wav	<euforia>	1203	1723	2180
e	v	w178.wav	<evolusi>	966	3474	5387
e	w	w179.wav	<dewi>	2894	5177	6376
e	x	w180.wav	<>	-1	-1	-1
e	y	w181.wav	<eyang>	3325	4790	6528
e	z	w182.wav	<lezat>	2536	4636	5969
f	a	w183.wav	<fakta>	1166	3587	5558
f	b	w184.wav	<>	-1	-1	-1
f	c	w185.wav	<>	-1	-1	-1
f	d	w186.wav	<>	-1	-1	-1
f	e	w187.wav	<februari>	1153	2549	3883
f	f	w188.wav	<>	-1	-1	-1
f	g	w189.wav	<>	-1	-1	-1
f	h	w190.wav	<>	-1	-1	-1
f	i	w191.wav	<efisien>	3370	4860	5967
f	j	w192.wav	<>	-1	-1	-1
f	k	w193.wav	<nafkah>	4389	6580	7805
f	l	w194.wav	<flamboyan>	1224	3016	4419
f	m	w195.wav	<>	-1	-1	-1
f	n	w196.wav	<>	-1	-1	-1
f	o	w197.wav	<euforia>	2266	3745	5086
f	p	w198.wav	<>	-1	-1	-1
f	q	w199.wav	<>	-1	-1	-1
f	r	w200.wav	<frustasi>	1301	3756	5160
f	s	w201.wav	<tafsir>	3832	5508	6770
f	t	w202.wav	<daftar>	5102	5973	7917
f	u	w203.wav	<fungsi>	1217	4115	5796
f	v	w204.wav	<>	-1	-1	-1
f	w	w205.wav	<>	-1	-1	-1
f	x	w206.wav	<>	-1	-1	-1
f	y	w207.wav	<>	-1	-1	-1
f	z	w208.wav	<>	-1	-1	-1
g	a	w209.wav	<gabah>	1444	3239	5311
g	b	w210.wav	<rugbi>	2982	4888	6255
g	c	w211.wav	<cingcang>	5624	7307	8528
g	d	w212.wav	<dangdut>	4790	6411	8014
g	e	w213.wav	<gede>	1298	2932	4386
g	f	w214.wav	<kungfu>	6252	7214	8958
g	g	w215.wav	<bangga>	3716	5629	7266
g	h	w216.wav	<yoghurt>	3273	5206	7409
g	i	w217.wav	<energi>	8202	10764	14440
g	j	w218.wav	<jongjon>	7135	8025	9048
g	k	w219.wav	<angkasa>	2669	4054	5600
g	l	w220.wav	<globalisasi>	1289	2689	3710
g	m	w221.wav	<magma>	3769	5276	6882
g	n	w222.wav	<magnet>	3687	5934	7626
g	o	w223.wav	<eceng gondok>	8423	9336	10463
g	p	w224.wav	<angpau>	2954	5182	6144
